artist,title,sanitized_title,title_signature,top_position,first_week
BAD MEETS EVIL FT BRUNO MARS,LIGHTERS,LIGHTERS,"(8,)",10,2011-06-19
BADDIEL/SKINNER/LIGHTNING SEED,3 LIONS,3 LIONS,"(1, 5)",1,2002-06-09
BADDIEL/SKINNER/LIGHTNING SEED,3 LIONS '98,3 LIONS 98,"(1, 5, 2)",1,1998-06-14
BADDIEL/SKINNER/LIGHTNING SEED,THREE LIONS,THREE LIONS,"(5, 5)",1,1996-05-26
BADFINGER,COME AND GET IT,COME AND GET IT,"(4, 3, 3, 2)",4,1970-01-04
BADFINGER,DAY AFTER DAY,DAY AFTER DAY,"(3, 5, 3)",10,1972-01-30
BADFINGER,NO MATTER WHAT,NO MATTER WHAT,"(2, 6, 4)",5,1971-01-03
BADLY DRAWN BOY,ALL POSSIBILITIES,ALL POSSIBILITIES,"(3, 13)",24,2003-04-27
BADLY DRAWN BOY,BORN AGAIN,BORN AGAIN,"(4, 5)",16,2003-01-12
BADLY DRAWN BOY,DISILLUSION,DISILLUSION,"(11,)",26,2000-09-10
BADLY DRAWN BOY,NOTHING'S GONNA CHANGE YOUR MIND,NOTHINGS GONNA CHANGE YOUR MIND,"(8, 5, 6, 4, 4)",38,2006-10-15
BADLY DRAWN BOY,ONCE AROUND THE BLOCK,ONCE AROUND THE BLOCK,"(4, 6, 3, 5)",27,2000-11-19
BADLY DRAWN BOY,PISSING IN THE WIND,PISSING IN THE WIND,"(7, 2, 3, 4)",22,2001-05-13
BADLY DRAWN BOY,SILENT SIGH,SILENT SIGH,"(6, 4)",16,2002-03-31
BADLY DRAWN BOY,SOMETHING TO TALK ABOUT,SOMETHING TO TALK ABOUT,"(9, 2, 4, 5)",28,2002-06-16
BADLY DRAWN BOY,YEAR OF THE RAT,YEAR OF THE RAT,"(4, 2, 3, 3)",38,2004-07-25
BADLY DRAWN BOY,YOU WERE RIGHT,YOU WERE RIGHT,"(3, 4, 5)",9,2002-10-20
BAHA MEN,MOVE IT LIKE THIS,MOVE IT LIKE THIS,"(4, 2, 4, 4)",16,2002-07-07
BAHA MEN,WHO LET THE DOGS OUT,WHO LET THE DOGS OUT,"(3, 3, 3, 4, 3)",2,2000-10-08
BAHA MEN,YOU ALL DAT,YOU ALL DAT,"(3, 3, 3)",14,2001-01-28
BAKERMAT,ONE DAY (VANDAAG),ONE DAY,"(3, 3)",15,2014-08-03
BAKERMAT,TEACH ME,TEACH ME,"(5, 2)",22,2015-02-15
BALEARIC BILL,DESTINATION SUNSHINE,DESTINATION SUNSHINE,"(11, 8)",36,1999-09-26
BALLY SAGOO,DIL CHEEZ (MY HEART...),DIL CHEEZ,"(3, 5)",12,1996-10-13
BALLY SAGOO,TUM BIN JIYA,TUM BIN JIYA,"(3, 3, 4)",21,1997-01-26
BALTIMORA,TARZAN BOY,TARZAN BOY,"(6, 3)",3,1985-08-11
BAMBOO,BAMBOOGIE,BAMBOOGIE,"(9,)",2,1998-01-11
BAMBOO,THE STRUTT,THE STRUTT,"(3, 6)",36,1998-06-28
BANANARAMA,CRUEL SUMMER,CRUEL SUMMER,"(5, 6)",8,1983-07-03
BANANARAMA,CRUEL SUMMER '89,CRUEL SUMMER 89,"(5, 6, 2)",19,1989-06-04
BANANARAMA,DO NOT DISTURB,DO NOT DISTURB,"(2, 3, 7)",31,1985-08-25
BANANARAMA,I CAN'T HELP IT,I CANT HELP IT,"(1, 4, 4, 2)",20,1988-01-10
BANANARAMA,I HEARD A RUMOUR,I HEARD A RUMOUR,"(1, 5, 1, 6)",14,1987-07-12
BANANARAMA,I WANT YOU BACK,I WANT YOU BACK,"(1, 4, 3, 4)",5,1988-04-03
BANANARAMA,LONG TRAIN RUNNING,LONG TRAIN RUNNING,"(4, 5, 7)",30,1991-04-14
BANANARAMA,LOOK ON THE FLOOR (HYPNOTIC TANGO),LOOK ON THE FLOOR,"(4, 2, 3, 5)",26,2005-11-13
BANANARAMA,LOVE IN THE FIRST DEGREE,LOVE IN THE FIRST DEGREE,"(4, 2, 3, 5, 6)",3,1987-10-11
BANANARAMA,"LOVE, TRUTH AND HONESTY",LOVE TRUTH AND HONESTY,"(4, 5, 3, 7)",23,1988-09-18
BANANARAMA,MORE MORE MORE,MORE MORE MORE,"(4, 4, 4)",24,1993-03-14
BANANARAMA,MOVE IN MY DIRECTION,MOVE IN MY DIRECTION,"(4, 2, 2, 9)",14,2005-07-31
BANANARAMA,MOVIN' ON,MOVIN ON,"(5, 2)",24,1992-08-23
BANANARAMA,NA NA HEY HEY KISS HIM GOODBYE,NA NA HEY HEY KISS HIM GOODBYE,"(2, 2, 3, 3, 4, 3, 7)",5,1983-02-20
BANANARAMA,NATHAN JONES,NATHAN JONES,"(6, 5)",15,1988-11-13
BANANARAMA,ONLY YOUR LOVE,ONLY YOUR LOVE,"(4, 4, 4)",27,1990-07-22
BANANARAMA,PREACHERMAN,PREACHERMAN,"(11,)",20,1991-01-06
BANANARAMA,ROBERT DE NIRO'S WAITING,ROBERT DE NIROS WAITING,"(6, 2, 5, 7)",3,1984-03-04
BANANARAMA,ROUGH JUSTICE,ROUGH JUSTICE,"(5, 7)",23,1984-06-03
BANANARAMA,SHY BOY,SHY BOY,"(3, 3)",4,1982-07-04
BANANARAMA,TRICK OF THE NIGHT,TRICK OF THE NIGHT,"(5, 2, 3, 5)",32,1987-02-15
BANANARAMA,VENUS,VENUS,"(5,)",8,1986-06-01
BANANARAMA AND LANANEENEENOONOO,HELP!,HELP,"(4,)",3,1989-02-19
BANANARAMA WITH FUN BOY THREE,REALLY SAYING SOMETHING,REALLY SAYING SOMETHING,"(6, 6, 9)",5,1982-04-04
BAND A.K.A.,JOY,JOY,"(3,)",24,1983-03-06
BAND AID,DO THEY KNOW IT'S CHRISTMAS,DO THEY KNOW ITS CHRISTMAS,"(2, 4, 4, 3, 9)",6,2007-12-09
BAND AID,DO THEY KNOW IT'S CHRISTMAS?,DO THEY KNOW ITS CHRISTMAS,"(2, 4, 4, 3, 9)",1,1984-12-09
BAND AID 20,DO THEY KNOW IT'S CHRISTMAS,DO THEY KNOW ITS CHRISTMAS,"(2, 4, 4, 3, 9)",1,2004-12-05
BAND AID 30,DO THEY KNOW IT'S CHRISTMAS,DO THEY KNOW ITS CHRISTMAS,"(2, 4, 4, 3, 9)",1,2014-11-23
BAND AID II,DO THEY KNOW IT'S CHRISTMAS?,DO THEY KNOW ITS CHRISTMAS,"(2, 4, 4, 3, 9)",1,1989-12-17
BAND OF GOLD,LOVE SONGS ARE BACK AGAIN (MEDLEY),LOVE SONGS ARE BACK AGAIN,"(4, 5, 3, 4, 5)",24,1984-07-29
BAND OF THE BLACK WATCH,DANCE OF THE CUCKOOS,DANCE OF THE CUCKOOS,"(5, 2, 3, 7)",37,1975-12-14
BAND OF THE BLACK WATCH,SCOTCH ON THE ROCKS,SCOTCH ON THE ROCKS,"(6, 2, 3, 5)",8,1975-08-31
BANDAGED,LITTLE DRUMMER BOY/PEACE ON EARTH,LITTLE DRUMMER BOYPEACE ON EARTH,"(6, 7, 8, 2, 5)",3,2008-12-14
BANDERAS,THIS IS YOUR LIFE,THIS IS YOUR LIFE,"(4, 2, 4, 4)",16,1991-03-03
BANDITS,2 STEP ROCK,2 STEP ROCK,"(1, 4, 4)",35,2003-09-14
BANDITS,TAKE IT AND RUN,TAKE IT AND RUN,"(4, 2, 3, 3)",32,2003-06-22
BANDWAGON,BREAKING DOWN THE WALLS OF HEARTACHE,BREAKING DOWN THE WALLS OF HEARTACHE,"(8, 4, 3, 5, 2, 9)",4,1968-10-16
BANDWAGON,LET'S HANG ON,LETS HANG ON,"(4, 4, 2)",36,1969-06-25
BANGLES,SOMETHING THAT YOU SAID,SOMETHING THAT YOU SAID,"(9, 4, 3, 4)",38,2003-03-09
BANNED,LITTLE GIRL,LITTLE GIRL,"(6, 4)",36,1977-12-18
BANX & RANX/ELLA EYRE/BANE,ANSWERPHONE,ANSWERPHONE,"(11,)",5,2018-04-13
BARBARA DICKSON,ANOTHER SUITCASE IN ANOTHER HALL,ANOTHER SUITCASE IN ANOTHER HALL,"(7, 8, 2, 7, 4)",18,1977-02-27
BARBARA DICKSON,ANSWER ME,ANSWER ME,"(6, 2)",9,1976-01-18
BARBARA DICKSON,JANUARY FEBRUARY,JANUARY FEBRUARY,"(7, 8)",11,1980-03-16
BARBARA JONES,JUST WHEN I NEEDED YOU MOST,JUST WHEN I NEEDED YOU MOST,"(4, 4, 1, 6, 3, 4)",31,1981-02-01
BARBARA LYON,LETTER TO A SOLDIER,LETTER TO A SOLDIER,"(6, 2, 1, 7)",27,1956-12-21
BARBARA LYON,STOWAWAY,STOWAWAY,"(8,)",12,1955-06-24
BARBARA TUCKER,BEAUTIFUL PEOPLE,BEAUTIFUL PEOPLE,"(9, 6)",23,1994-02-27
BARBARA TUCKER,EVERYBODY DANCE (THE HORN SONG),EVERYBODY DANCE,"(9, 5)",28,1998-08-02
BARBARA TUCKER,I GET LIFTED,I GET LIFTED,"(1, 3, 6)",33,1994-11-20
BARBARA TUCKER,STOP PLAYING WITH MY MIND,STOP PLAYING WITH MY MIND,"(4, 7, 4, 2, 4)",17,2000-03-12
BARBRA STREISAND,A STAR IS BORN (EVERGREEN),A STAR IS BORN,"(1, 4, 2, 4)",3,1977-04-10
BARBRA STREISAND,AS IF WE NEVER SAID GOODBYE,AS IF WE NEVER SAID GOODBYE,"(2, 2, 2, 5, 4, 7)",20,1994-04-24
BARBRA STREISAND,MEMORY,MEMORY,"(6,)",34,1982-03-21
BARBRA STREISAND,PLACES THAT BELONG TO YOU,PLACES THAT BELONG TO YOU,"(6, 4, 6, 2, 3)",17,1992-03-01
BARBRA STREISAND,SECOND HAND ROSE,SECOND HAND ROSE,"(6, 4, 4)",14,1966-01-27
BARBRA STREISAND,STONEY END,STONEY END,"(6, 3)",27,1971-02-07
BARBRA STREISAND,THE WAY WE WERE,THE WAY WE WERE,"(3, 3, 2, 4)",31,1974-03-31
BARBRA STREISAND,WITH ONE LOOK,WITH ONE LOOK,"(4, 3, 4)",30,1993-05-30
BARBRA STREISAND,WOMAN IN LOVE,WOMAN IN LOVE,"(5, 2, 4)",1,1980-10-05
BARBRA STREISAND & BRYAN ADAMS,I FINALLY FOUND SOMEONE,I FINALLY FOUND SOMEONE,"(1, 7, 5, 7)",10,1997-02-02
BARBRA STREISAND & CELINE DION,TELL HIM,TELL HIM,"(4, 3)",3,1997-11-09
BARBRA STREISAND AND BARRY GIBB,GUILTY,GUILTY,"(6,)",34,1981-01-11
BARBRA STREISAND AND DON JOHNSON,TILL I LOVED YOU,TILL I LOVED YOU,"(4, 1, 5, 3)",16,1988-11-06
BARBRA STREISAND AND NEIL DIAMOND,YOU DON'T BRING ME FLOWERS,YOU DONT BRING ME FLOWERS,"(3, 4, 5, 2, 7)",5,1978-11-26
BARBRA STREISAND/VINCE GILL,IF YOU EVER LEAVE ME,IF YOU EVER LEAVE ME,"(2, 3, 4, 5, 2)",26,1999-10-24
BARDO,ONE STEP FURTHER,ONE STEP FURTHER,"(3, 4, 7)",2,1982-04-11
BAREFOOT MAN,BIG PANTY WOMAN,BIG PANTY WOMAN,"(3, 5, 5)",21,1998-11-29
BARENAKED LADIES,IT'S ALL BEEN DONE,ITS ALL BEEN DONE,"(3, 3, 4, 4)",28,1999-05-09
BARENAKED LADIES,ONE WEEK,ONE WEEK,"(3, 4)",5,1999-02-14
BARNDANCE BOYS,YIPPIE I OH,YIPPIE I OH,"(6, 1, 2)",32,2003-09-07
BARRACUDAS,SUMMER FUN,SUMMER FUN,"(6, 3)",37,1980-08-17
BARRON KNIGHTS,POP GO THE WORKERS,POP GO THE WORKERS,"(3, 2, 3, 7)",10,1965-04-22
BARRON KNIGHTS,UNDER NEW MANAGEMENT,UNDER NEW MANAGEMENT,"(5, 3, 10)",18,1967-01-12
BARRY BIGGS,SIDESHOW,SIDESHOW,"(8,)",3,1976-12-12
BARRY BIGGS,THREE RING CIRCUS,THREE RING CIRCUS,"(5, 4, 6)",22,1977-07-10
BARRY BIGGS,WORK ALL DAY,WORK ALL DAY,"(4, 3, 3)",38,1976-08-29
BARRY BIGGS,YOU'RE MY LIFE,YOURE MY LIFE,"(5, 2, 4)",36,1977-04-24
BARRY BLUE,DANCING ON A SATURDAY NIGHT,DANCING ON A SATURDAY NIGHT,"(7, 2, 1, 8, 5)",2,1973-07-29
BARRY BLUE,DO YOU WANNA DANCE?,DO YOU WANNA DANCE,"(2, 3, 5, 5)",7,1973-10-28
BARRY BLUE,HOT SHOT,HOT SHOT,"(3, 4)",23,1974-10-20
BARRY BLUE,MISS HIT AND RUN,MISS HIT AND RUN,"(4, 3, 3, 3)",26,1974-08-04
BARRY BLUE,SCHOOL LOVE,SCHOOL LOVE,"(6, 4)",11,1974-03-03
BARRY MANILOW,BERMUDA TRIANGLE,BERMUDA TRIANGLE,"(7, 8)",15,1981-04-12
BARRY MANILOW,COPACABANA (AT THE COPA) (REMIX),COPACABANA,"(10,)",22,1993-04-04
BARRY MANILOW,COULD IT BE MAGIC,COULD IT BE MAGIC,"(5, 2, 2, 5)",25,1979-01-07
BARRY MANILOW,COULD IT BE MAGIC 1993,COULD IT BE MAGIC 1993,"(5, 2, 2, 5, 4)",36,1993-11-14
BARRY MANILOW,I MADE IT THROUGH THE RAIN,I MADE IT THROUGH THE RAIN,"(1, 4, 2, 7, 3, 4)",37,1981-02-08
BARRY MANILOW,I WANNA DO IT WITH YOU,I WANNA DO IT WITH YOU,"(1, 5, 2, 2, 4, 3)",8,1982-10-10
BARRY MANILOW,I'M GONNA SIT RIGHT DOWN AND WRITE MYSELF A LETTER,IM GONNA SIT RIGHT DOWN AND WRITE MYSELF A LETTER,"(2, 5, 3, 5, 4, 3, 5, 6, 1, 6)",36,1982-12-12
BARRY MANILOW,LET'S HANG ON,LETS HANG ON,"(4, 4, 2)",12,1981-09-27
BARRY MANILOW,LONELY TOGETHER,LONELY TOGETHER,"(6, 8)",21,1980-11-09
BARRY MANILOW,MANDY,MANDY,"(5,)",11,1975-02-23
BARRY MANILOW,PLEASE DON'T BE SCARED,PLEASE DONT BE SCARED,"(6, 4, 2, 6)",35,1989-04-09
BARRY MANILOW,READ 'EM AND WEEP,READ EM AND WEEP,"(4, 2, 3, 4)",17,1983-12-04
BARRY MANILOW,STAY,STAY,"(4,)",23,1982-04-25
BARRY MCGUIRE,EVE OF DESTRUCTION,EVE OF DESTRUCTION,"(3, 2, 11)",3,1965-09-09
BARRY RYAN,CAN'T LET YOU GO,CANT LET YOU GO,"(4, 3, 3, 2)",32,1972-01-09
BARRY RYAN,ELOISE,ELOISE,"(6,)",2,1968-10-23
BARRY RYAN,KITSCH,KITSCH,"(6,)",37,1970-05-24
BARRY RYAN,LOVE IS LOVE,LOVE IS LOVE,"(4, 2, 4)",25,1969-02-19
BARRY RYAN,THE HUNT,THE HUNT,"(3, 4)",34,1969-09-28
BARRY WHITE,"BABY, WE BETTER TRY AND GET IT TOGETHER",BABY WE BETTER TRY AND GET IT TOGETHER,"(4, 2, 6, 3, 3, 3, 2, 8)",15,1976-08-15
BARRY WHITE,"CAN'T GET ENOUGH OF YOUR LOVE, BABE",CANT GET ENOUGH OF YOUR LOVE BABE,"(4, 3, 6, 2, 4, 4, 4)",8,1974-08-18
BARRY WHITE,DON'T MAKE ME WAIT TOO LONG,DONT MAKE ME WAIT TOO LONG,"(4, 4, 2, 4, 3, 4)",17,1976-11-07
BARRY WHITE,I ONLY WANT TO BE WITH YOU,I ONLY WANT TO BE WITH YOU,"(1, 4, 4, 2, 2, 4, 3)",36,1995-04-02
BARRY WHITE,I'LL DO ANYTHING YOU WANT ME TO,ILL DO ANYTHING YOU WANT ME TO,"(3, 2, 8, 3, 4, 2, 2)",20,1975-05-18
BARRY WHITE,I'M GONNA LOVE YOU JUST A LITTLE BIT MORE BABY,IM GONNA LOVE YOU JUST A LITTLE BIT MORE BABY,"(2, 5, 4, 3, 4, 1, 6, 3, 4, 4)",23,1973-06-10
BARRY WHITE,I'M QUALIFIED TO SATISFY,IM QUALIFIED TO SATISFY,"(2, 9, 2, 7)",37,1977-03-13
BARRY WHITE,IT'S ECSTASY WHEN YOU LAY DOWN NEXT TO ME,ITS ECSTASY WHEN YOU LAY DOWN NEXT TO ME,"(3, 7, 4, 3, 3, 4, 4, 2, 2)",40,1977-10-23
BARRY WHITE,JUST THE WAY YOU ARE,JUST THE WAY YOU ARE,"(4, 3, 3, 3, 3)",12,1978-12-17
BARRY WHITE,LET THE MUSIC PLAY,LET THE MUSIC PLAY,"(3, 3, 5, 4)",9,1976-01-04
BARRY WHITE,NEVER NEVER GONNA GIVE YA UP,NEVER NEVER GONNA GIVE YA UP,"(5, 5, 5, 4, 2, 2)",14,1974-01-27
BARRY WHITE,PRACTICE WHAT YOU PREACH/LOVE IS..,PRACTICE WHAT YOU PREACHLOVE IS,"(8, 4, 3, 10, 2)",20,1995-01-15
BARRY WHITE,SHO' YOU RIGHT,SHO YOU RIGHT,"(3, 3, 5)",14,1987-11-08
BARRY WHITE,WHAT AM I GONNA DO WITH YOU,WHAT AM I GONNA DO WITH YOU,"(4, 2, 1, 5, 2, 4, 3)",5,1975-03-02
BARRY WHITE,YOU SEE THE TROUBLE WITH ME,YOU SEE THE TROUBLE WITH ME,"(3, 3, 3, 7, 4, 2)",2,1976-03-07
BARRY WHITE,"YOU'RE THE FIRST, THE LAST, MY EVERYTHING",YOURE THE FIRST THE LAST MY EVERYTHING,"(5, 3, 5, 3, 4, 2, 10)",1,1974-10-27
BARS & MELODY,HOPEFUL,HOPEFUL,"(7,)",5,2014-08-03
BARTHEZZ,INFECTED,INFECTED,"(8,)",25,2002-04-14
BARTHEZZ,ON THE MOVE,ON THE MOVE,"(2, 3, 4)",18,2001-09-16
BASEMENT JAXX,BINGO BANGO,BINGO BANGO,"(5, 5)",13,2000-04-09
BASEMENT JAXX,DO YOUR THING,DO YOUR THING,"(2, 4, 5)",32,2005-10-02
BASEMENT JAXX,FLY LIFE,FLY LIFE,"(3, 4)",19,1997-05-25
BASEMENT JAXX,GET ME OFF,GET ME OFF,"(3, 2, 3)",22,2002-06-23
BASEMENT JAXX,HUSH BOY,HUSH BOY,"(4, 3)",27,2006-09-03
BASEMENT JAXX,JUMP N' SHOUT,JUMP N SHOUT,"(4, 1, 5)",12,1999-10-31
BASEMENT JAXX,JUS 1 KISS,JUS 1 KISS,"(3, 1, 4)",23,2001-09-30
BASEMENT JAXX,OH MY GOSH,OH MY GOSH,"(2, 2, 4)",8,2005-03-20
BASEMENT JAXX,PLUG IT IN,PLUG IT IN,"(4, 2, 2)",22,2004-04-04
BASEMENT JAXX,RAINDROPS,RAINDROPS,"(9,)",21,2009-06-28
BASEMENT JAXX,RED ALERT,RED ALERT,"(3, 5)",5,1999-04-25
BASEMENT JAXX,RENDEZ-VU,RENDEZVU,"(8,)",4,1999-08-08
BASEMENT JAXX,ROMEO,ROMEO,"(5,)",6,2001-06-10
BASEMENT JAXX,WHERE'S YOUR HEAD AT,WHERES YOUR HEAD AT,"(6, 4, 4, 2)",9,2001-12-02
BASEMENT JAXX FT DIZZEE RASCAL,LUCKY STAR,LUCKY STAR,"(5, 4)",23,2003-11-16
BASEMENT JAXX FT LISA KEKAULA,GOOD LUCK,GOOD LUCK,"(4, 4)",12,2004-01-11
BASEMENT JAXX FT LISA KEKAULA,U DON'T KNOW ME,U DONT KNOW ME,"(1, 4, 4, 2)",26,2005-06-19
BASS BUMPERS,THE MUSIC'S GOT ME,THE MUSICS GOT ME,"(3, 6, 3, 2)",25,1994-01-30
BASS BUMPERS,THE MUSIC'S GOT ME (PAUL GOTEL'S MIX),THE MUSICS GOT ME,"(3, 6, 3, 2)",31,1994-02-06
BASS-O-MATIC,FASCINATING RHYTHM,FASCINATING RHYTHM,"(11, 6)",9,1990-09-02
BASSHEADS,BACK TO THE OLD SCHOOL,BACK TO THE OLD SCHOOL,"(4, 2, 3, 3, 6)",12,1992-05-24
BASSHEADS,IS THERE ANYBODY OUT THERE?,IS THERE ANYBODY OUT THERE,"(2, 5, 7, 3, 5)",5,1991-11-10
BASSHEADS,WHO CAN MAKE ME FEEL GOOD?,WHO CAN MAKE ME FEEL GOOD,"(3, 3, 4, 2, 4, 4)",38,1992-11-22
BASSHUNTER,ALL I EVER WANTED,ALL I EVER WANTED,"(3, 1, 4, 6)",2,2008-07-06
BASSHUNTER,ANGEL IN THE NIGHT,ANGEL IN THE NIGHT,"(5, 2, 3, 5)",14,2008-09-14
BASSHUNTER,EVERY MORNING,EVERY MORNING,"(5, 7)",17,2009-09-27
BASSHUNTER,I MISS YOU,I MISS YOU,"(1, 4, 3)",32,2008-12-21
BASSHUNTER,JINGLE BELLS,JINGLE BELLS,"(6, 5)",35,2008-12-14
BASSHUNTER,NOW YOU'RE GONE,NOW YOURE GONE,"(3, 5, 4)",1,2008-01-06
BASSHUNTER,SATURDAY,SATURDAY,"(8,)",21,2010-07-25
BASSHUNTER FT DJ MENTAL THEO,NOW YOU'RE GONE,NOW YOURE GONE,"(3, 5, 4)",1,2008-01-20
BASTILLE,CAN'T FIGHT THIS FEELING,CANT FIGHT THIS FEELING,"(4, 5, 4, 7)",39,2019-11-29
BASTILLE,FLAWS,FLAWS,"(5,)",21,2012-10-28
BASTILLE,GOOD GRIEF,GOOD GRIEF,"(4, 5)",13,2016-06-24
BASTILLE,OF THE NIGHT,OF THE NIGHT,"(2, 3, 5)",2,2013-11-24
BASTILLE,POMPEII,POMPEII,"(7,)",2,2013-03-03
BASTILLE,THINGS WE LOST IN THE FIRE,THINGS WE LOST IN THE FIRE,"(6, 2, 4, 2, 3, 4)",28,2013-09-01
BASTILLE/RUDIMENTAL/ELLA EYRE,POMPEII/WAITING ALL NIGHT,POMPEIIWAITING ALL NIGHT,"(14, 3, 5)",21,2014-02-23
BAT FOR LASHES,DANIEL,DANIEL,"(6,)",36,2009-04-12
BATTLE,TENDENCY,TENDENCY,"(8,)",37,2006-03-19
BAUHAUS,SHE'S IN PARTIES,SHES IN PARTIES,"(4, 2, 7)",26,1983-04-10
BAUHAUS,ZIGGY STARDUST,ZIGGY STARDUST,"(5, 8)",15,1982-10-10
BAY CITY ROLLERS,ALL OF ME LOVES ALL OF YOU,ALL OF ME LOVES ALL OF YOU,"(3, 2, 2, 5, 3, 2, 3)",4,1974-10-06
BAY CITY ROLLERS,BYE BYE BABY,BYE BYE BABY,"(3, 3, 4)",1,1975-03-02
BAY CITY ROLLERS,GIVE A LITTLE LOVE,GIVE A LITTLE LOVE,"(4, 1, 6, 4)",1,1975-07-06
BAY CITY ROLLERS,I ONLY WANNA BE WITH YOU,I ONLY WANNA BE WITH YOU,"(1, 4, 5, 2, 4, 3)",4,1976-09-05
BAY CITY ROLLERS,IT'S A GAME,ITS A GAME,"(3, 1, 4)",16,1977-05-08
BAY CITY ROLLERS,KEEP ON DANCING,KEEP ON DANCING,"(4, 2, 7)",9,1971-09-12
BAY CITY ROLLERS,LOVE ME LIKE I LOVE YOU,LOVE ME LIKE I LOVE YOU,"(4, 2, 4, 1, 4, 3)",4,1976-04-04
BAY CITY ROLLERS,MONEY HONEY,MONEY HONEY,"(5, 5)",3,1975-11-16
BAY CITY ROLLERS,REMEMBER (SHA-LA-LA-LA),REMEMBER,"(8,)",6,1974-02-10
BAY CITY ROLLERS,SHANG-A-LANG,SHANGALANG,"(10,)",2,1974-04-21
BAY CITY ROLLERS,SUMMERLOVE SENSATION,SUMMERLOVE SENSATION,"(10, 9)",3,1974-07-21
BAY CITY ROLLERS,YOU MADE ME BELIEVE IN MAGIC,YOU MADE ME BELIEVE IN MAGIC,"(3, 4, 2, 7, 2, 5)",34,1977-07-31
BAZ,BELIEVERS,BELIEVERS,"(9,)",36,2001-12-09
BAZ LUHRMANN,EVERYBODY'S FREE (TO WEAR SUNSCREEN),EVERYBODYS FREE,"(10, 4)",1,1999-06-06
BAZZI,MINE,MINE,"(4,)",21,2018-02-16
BAZZI FT CAMILA CABELLO,BEAUTIFUL,BEAUTIFUL,"(9,)",33,2018-09-07
BB&Q,DREAMER,DREAMER,"(7,)",35,1986-09-14
BB&Q,GENIE,GENIE,"(5,)",40,1985-07-07
BBC CHILDREN IN NEED,STOP CRYING YOUR HEART OUT,STOP CRYING YOUR HEART OUT,"(4, 6, 4, 5, 3)",7,2020-11-20
BBC CONCERT OR/JACKSON,ODE TO JOY,ODE TO JOY,"(3, 2, 3)",36,1996-06-16
BBG,SNAPPINESS,SNAPPINESS,"(10,)",28,1990-04-29
BBMAK,BACK HERE,BACK HERE,"(4, 4)",5,1999-08-22
BBMAK,OUT OF MY HEART,OUT OF MY HEART,"(3, 2, 2, 5)",36,2002-11-10
BBMAK,STILL ON YOUR SIDE,STILL ON YOUR SIDE,"(5, 2, 4, 4)",8,2001-05-20
BC-52'S,(MEET) THE FLINTSTONES,THE FLINTSTONES,"(3, 11)",3,1994-07-03
BE BOP DELUXE,HOT VALVES,HOT VALVES,"(3, 6)",36,1976-11-14
BE BOP DELUXE,SHIPS IN THE NIGHT,SHIPS IN THE NIGHT,"(5, 2, 3, 5)",23,1976-02-29
BE YOUR OWN PET,ADVENTURE,ADVENTURE,"(9,)",36,2006-03-19
BEACH BOYS,GOOD VIBRATIONS,GOOD VIBRATIONS,"(4, 10)",15,1967-01-12
BEACH BOYS,I CAN HEAR MUSIC,I CAN HEAR MUSIC,"(1, 3, 4, 5)",10,1969-03-05
BEADY EYE,THE ROLLER,THE ROLLER,"(3, 6)",31,2011-01-30
BEASTIE BOYS,(YOU GOTTA) FIGHT FOR YOUR RIGHT (TO PARTY),,"(0,)",11,1987-02-22
BEASTIE BOYS,ALIVE,ALIVE,"(5,)",28,1999-12-12
BEASTIE BOYS,AN OPEN LETTER TO NYC,AN OPEN LETTER TO NYC,"(2, 4, 6, 2, 3)",38,2004-12-12
BEASTIE BOYS,BODY MOVIN',BODY MOVIN,"(4, 5)",15,1998-11-01
BEASTIE BOYS,CH-CHECK IT OUT,CHCHECK IT OUT,"(7, 2, 3)",8,2004-06-06
BEASTIE BOYS,GET IT TOGETHER/SABOTAGE,GET IT TOGETHERSABOTAGE,"(3, 2, 16)",19,1994-07-03
BEASTIE BOYS,GIRLS/SHE'S CRAFTY,GIRLSSHES CRAFTY,"(9, 6)",34,1987-10-04
BEASTIE BOYS,INTERGALACTIC,INTERGALACTIC,"(13,)",5,1998-06-28
BEASTIE BOYS,NO SLEEP TILL BROOKLYN,NO SLEEP TILL BROOKLYN,"(2, 5, 4, 8)",14,1987-05-24
BEASTIE BOYS,REMOTE CONTROL/3 MCS & 1DJ,REMOTE CONTROL3 MCS  1DJ,"(6, 8, 3, 0, 3)",21,1999-05-23
BEASTIE BOYS,SHE'S ON IT,SHES ON IT,"(4, 2, 2)",10,1987-07-19
BEASTIE BOYS,SURE SHOT,SURE SHOT,"(4, 4)",27,1994-11-20
BEASTIE BOYS,TRIPLE TROUBLE,TRIPLE TROUBLE,"(6, 7)",37,2004-09-19
BEATCHUGGERS FT ERIC CLAPTON,FOREVER MAN (HOW MANY TIMES),FOREVER MAN,"(7, 3)",26,2000-11-12
BEATFREAKZ,SOMEBODY'S WATCHING ME,SOMEBODYS WATCHING ME,"(9, 8, 2)",3,2006-04-30
BEATFREAKZ,SUPERFREAK,SUPERFREAK,"(10,)",7,2006-10-15
BEATFREAKZ/DUTCH/DIGDAT/YOUNG,808,808,"(3,)",20,2020-10-02
BEATLES,BABY IT'S YOU,BABY ITS YOU,"(4, 3, 3)",7,1995-03-26
BEATLES,FREE AS A BIRD,FREE AS A BIRD,"(4, 2, 1, 4)",2,1995-12-10
BEATLES,HEY JUDE,HEY JUDE,"(3, 4)",40,2010-11-21
